transaction_id,delivery_date,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,demand_volume,fuel_price_factor,final_price_idr
33,2024-10-02 08:00:00,-6.226871341700481,106.74887709118279,-6.153484201904906,106.88353493402066,194,1.0706260097315012,144312.9003853857
34,2024-10-02 09:00:00,-6.197073961405279,106.70620615011613,-6.144787641514675,106.99923114117392,219,1.0369270228654546,202446.60221585832
35,2024-10-02 10:00:00,-6.18946187753786,106.92044279520519,-6.132278640360508,106.7005681835532,93,1.016792927363136,150347.2290087302
36,2024-10-02 11:00:00,-6.100243326729908,106.91488346504374,-6.223255030879972,106.93784479181139,612,1.0888736879510037,166427.82343066882
37,2024-10-02 12:00:00,-6.199628490160164,106.94396010886317,-6.232852865123486,106.82071679190356,191,1.0114467589775529,118241.65570937458
38,2024-10-02 13:00:00,-6.238710070816512,106.92042366792383,-6.2381396634922,106.78136243167324,284,1.0563815275065056,137295.8524518719
39,2024-10-02 14:00:00,-6.158712769376254,106.88410089689015,-6.190370531793848,106.8015341451331,492,1.0928666410322825,138171.75707899322
40,2024-10-02 15:00:00,-6.1712395822321,106.88101534240715,-6.1653315053420545,106.81082971458932,97,1.010900124622128,86012.37167756559
41,2024-10-02 16:00:00,-6.227221019492913,106.833505075637,-6.156351798676457,106.70759876112986,470,1.0092532557156806,148398.90960397708
42,2024-10-02 17:00:00,-6.151669309397452,106.87932672825785,-6.265296293916896,106.85517258449248,486,1.082927184563807,158473.23114322586
43,2024-10-02 18:00:00,-6.24694861118891,106.91913966339321,-6.275970867514579,106.78114727718909,88,1.0382940306336725,123899.17246622016
44,2024-10-02 19:00:00,-6.115691563618045,106.97014259907867,-6.18215143564853,106.7995936927639,236,1.088173071007035,164105.8258975095
45,2024-10-02 20:00:00,-6.288155066779444,106.75666657632968,-6.127397719620628,106.79086854547104,182,1.0479473100456544,136502.61272985121
46,2024-10-02 21:00:00,-6.284015854666851,106.97203776559077,-6.1251581179156265,106.76309476919732,448,1.0898495975969043,211110.57442938685
47,2024-10-02 22:00:00,-6.230334909777553,106.70990657165146,-6.101668711737613,106.80886484482323,93,1.0495697729642335,128454.16967103833
48,2024-10-02 23:00:00,-6.197051917638403,106.70763277787707,-6.2778203567391495,106.90528304315556,256,1.0799374917572262,170918.23231739504
49,2024-10-03 00:00:00,-6.274735350731045,106.87519140237572,-6.274656168344957,106.71345622839985,327,1.0463897954084975,148520.44647934067
50,2024-10-03 01:00:00,-6.284604476802547,106.74071269783776,-6.253043957911495,106.89629359664552,150,1.022615023106577,127690.31729967351
51,2024-10-03 02:00:00,-6.274011660525568,106.73382510153324,-6.212070600796756,106.76123039408193,391,1.0289126236311599,111913.25616015743
52,2024-10-03 03:00:00,-6.162405943851515,106.96767785936586,-6.1576639295777635,106.9454963423014,327,1.0471378754351408,89226.46562695329
53,2024-10-03 04:00:00,-6.174173997163008,106.7522154599668,-6.224661450294945,106.73362255097709,369,1.0872130342888675,109973.68433999988
54,2024-10-03 05:00:00,-6.2020510598886425,106.88733897358156,-6.15766049614127,106.85001063776915,385,1.012679827692522,106424.44048063019
55,2024-10-03 06:00:00,-6.191211185187271,106.82390442543094,-6.101724290566277,106.87599317191118,416,1.0647400037669592,134823.71341467922
56,2024-10-03 07:00:00,-6.141145805675604,106.87061453575888,-6.2487137716697445,106.91656168958365,405,1.0376353149899726,144050.39331121134
57,2024-10-03 08:00:00,-6.25065343886658,106.8525335102318,-6.232894177061386,106.96321968852655,687,1.0155161395263534,164507.4382797518
58,2024-10-03 09:00:00,-6.216296145329811,106.99876009145697,-6.176314525452244,106.80488610990156,234,1.081845473496176,169548.80590417638
59,2024-10-03 10:00:00,-6.25479113126746,106.9407407509371,-6.263249960662923,106.99808559277616,321,1.024757163253243,101312.36104270614
60,2024-10-03 11:00:00,-6.232536774311927,106.82248054299409,-6.269066446046561,106.84534062382154,190,1.0755990819672583,88146.536245685
61,2024-10-03 12:00:00,-6.144905843666684,106.96130367537934,-6.138252189325907,106.98019580209696,362,1.0200623401085656,89424.70872572884
62,2024-10-03 13:00:00,-6.284465988636326,106.82165147509853,-6.295392574640901,106.83746410827273,196,1.019386416160241,74077.91029597996
63,2024-10-03 14:00:00,-6.254566644808675,106.80099552041253,-6.234440914895282,106.9673864926474,452,1.037763674835109,162097.09763284025
64,2024-10-03 15:00:00,-6.117727640094971,106.94576017219747,-6.157674527807336,106.99702598874163,292,1.0098999212370958,100658.3387202458
65,2024-10-03 16:00:00,-6.174608064561952,106.8974823347486,-6.24916936627797,106.82317617025299,314,1.0699953931984012,125696.3613351748
66,2024-10-03 17:00:00,-6.245058815229698,106.78180792553938,-6.185764534828253,106.86311615679043,347,1.0506013020470397,133892.67596983566
67,2024-10-03 18:00:00,-6.2898971638017604,106.70121843801763,-6.293768989832001,106.81951348994338,198,1.0572786628999227,127647.42007564263
68,2024-10-03 19:00:00,-6.265083965886627,106.98725759681732,-6.272913577824079,106.72640488014068,230,1.0081666500285957,182766.83174484118
69,2024-10-03 20:00:00,-6.287651568269504,106.86299863404737,-6.20071748371568,106.80580090401529,443,1.0669455495828712,138664.371602729
70,2024-10-03 21:00:00,-6.1203552132927195,106.72758505481039,-6.120806825100637,106.75227030631626,234,1.050320611181284,82675.40237481448
71,2024-10-03 22:00:00,-6.149436694709828,106.9482958963379,-6.164207870757638,106.79960530782421,87,1.0710832229297083,123813.37487896136
72,2024-10-03 23:00:00,-6.159796536025836,106.84774499966097,-6.111279226215955,106.98665861063573,194,1.0450991988721525,130976.56250759366
73,2024-10-04 00:00:00,-6.188758146140632,106.83471873378294,-6.216850467313173,106.8137852617091,275,1.0388524993141,89188.31281334002
74,2024-10-04 01:00:00,-6.217764382179927,106.90084152856937,-6.192123018924093,106.83706174810452,116,1.0940087544478387,93873.5129686626
75,2024-10-04 02:00:00,-6.163360172943111,106.80817064977916,-6.105610394466225,106.83952237532827,272,1.059719250877272,104149.06012559248
76,2024-10-04 03:00:00,-6.156033527878634,106.75039187685861,-6.150519710806606,106.72831171255716,449,1.0270255550383205,99350.68255184825
77,2024-10-04 04:00:00,-6.233587501741943,106.87103121019679,-6.191561269729259,106.89870427746604,125,1.0094380030160242,79430.05269430374
78,2024-10-04 05:00:00,-6.145762506361871,106.80467805003578,-6.23290631136447,106.89058011854083,561,1.0013332183148687,147930.6073087296
79,2024-10-04 06:00:00,-6.106496038792366,106.8014829359227,-6.258916018261674,106.7521924039268,412,1.0494711306688789,156783.81721375586
80,2024-10-04 07:00:00,-6.276633115658073,106.76241854532965,-6.24340732143767,106.7438011645124,316,1.0865936768187527,107279.80652660725
81,2024-10-04 08:00:00,-6.1758069635913175,106.99699955609469,-6.298425130897922,106.95304760644574,386,1.096835245374168,157056.3246829497
82,2024-10-04 09:00:00,-6.141851580767221,106.9108816060793,-6.133377480379256,106.99171191225967,476,1.0515580514147937,138430.25764847378
83,2024-10-04 10:00:00,-6.193323850602299,106.72052104418972,-6.211520061688534,106.81680570223706,270,1.0745485966198127,119244.83357578306
84,2024-10-04 11:00:00,-6.28067387686582,106.90424200312368,-6.193900171916133,106.81184877036053,142,1.0502688131884863,116717.90102055256
85,2024-10-04 12:00:00,-6.237868696373407,106.80019866348593,-6.16495638258849,106.70986402985261,309,1.0477641168926122,128818.23869605498
86,2024-10-04 13:00:00,-6.2232145310422435,106.84089884037017,-6.151612051924114,106.82282124249078,162,1.0516530725371065,96215.5459794162
87,2024-10-04 14:00:00,-6.296743411960008,106.94712379181509,-6.212249521160706,106.86420044483457,196,1.0805275512590136,122171.7060518798
88,2024-10-04 15:00:00,-6.283835773200633,106.81687725105948,-6.267888034675805,106.71801163878362,402,1.0602222904396328,131362.9069672767
89,2024-10-04 16:00:00,-6.199632266585296,106.72471332899487,-6.137984266797759,106.7660372808186,122,1.0780921173868832,95718.53120399748
90,2024-10-04 17:00:00,-6.244566086343591,106.96735919501336,-6.119834693219491,106.9766126206381,97,1.038914181812251,118521.3536996793
91,2024-10-04 18:00:00,-6.258802198614441,106.99356261398678,-6.2069039359774845,106.97582027847727,386,1.0198312931178348,115024.46390506548
92,2024-10-04 19:00:00,-6.12203390301566,106.87507415620728,-6.19643082108202,106.82134330111268,315,1.083038664777856,130816.43693305289
93,2024-10-04 20:00:00,-6.167694783887342,106.725706451183,-6.274092414294425,106.74623486351295,222,1.0188369087982765,113128.03642523142
94,2024-10-04 21:00:00,-6.229995246623348,106.87802525075881,-6.116403626486319,106.75795098670265,455,1.080878170192136,168071.38196965907
95,2024-10-04 22:00:00,-6.230413343042925,106.77048802004762,-6.237376653314682,106.89855590231511,275,1.0544593230735564,130774.24496027715
96,2024-10-04 23:00:00,-6.158280619486382,106.84035877980904,-6.152370479494603,106.88607505189717,118,1.0194365929490572,78041.22454427727
97,2024-10-05 00:00:00,-6.138457414787018,106.76503316669874,-6.135728767637329,106.77322138893358,268,1.028140353745555,89224.87172803636
98,2024-10-05 01:00:00,-6.208027995469714,106.82429435573327,-6.124218736637945,106.7240635319422,82,1.0409979637131352,125643.01440602395
99,2024-10-05 02:00:00,-6.255878527782692,106.70685771203458,-6.284580813904434,106.98340127916971,691,1.0605315306315493,248379.4693450143
100,2024-10-05 03:00:00,-6.201555671348436,106.78095775856471,-6.197508089012559,106.96085396889717,484,1.0188429071365441,178902.7920869112
101,2024-10-05 04:00:00,-6.118300938951,106.86253888081893,-6.173573960269718,106.80429372921606,314,1.0438114212119924,126732.71155720223
102,2024-10-05 05:00:00,-6.237481669856903,106.96756596005798,-6.21887200355669,106.77000873563188,428,1.0652336914815732,190288.67224633138
103,2024-10-05 06:00:00,-6.244104328598939,106.78782384838905,-6.2249501688195785,106.82767961950712,173,1.017761020560713,94739.61744147573
104,2024-10-05 07:00:00,-6.290449364880278,106.74695576426181,-6.1304570845152195,106.95326914064599,190,1.0181678942381756,194401.51759288678
105,2024-10-05 08:00:00,-6.26489831658054,106.7870669483556,-6.1726054927193985,106.88146297235818,176,1.0348281199936755,142754.68828309936
106,2024-10-05 09:00:00,-6.123745521585113,106.78127648051505,-6.176410333449061,106.85375452450583,387,1.011275667412814,140455.78924755525
107,2024-10-05 10:00:00,-6.273051917636324,106.93387767358051,-6.162542870038836,106.87074573249596,495,1.0522344967162987,164575.80937331973
108,2024-10-05 11:00:00,-6.187247926385077,106.70123733045672,-6.130482945122671,106.78636945965697,481,1.0859765153568643,157620.72526652986
109,2024-10-05 12:00:00,-6.245356681112368,106.70538644050514,-6.111966133045427,106.96934330101752,139,1.0649667059310846,204879.01438567392
110,2024-10-05 13:00:00,-6.283097668495103,106.72099174044186,-6.1685635200423485,106.72338714101517,221,1.0116033190645128,127678.55924978352
111,2024-10-05 14:00:00,-6.208810005798071,106.80754640369844,-6.288676891923822,106.92960327540793,466,1.058784126455002,170669.21517895322
112,2024-10-05 15:00:00,-6.223479818097638,106.70177610521834,-6.22295704876854,106.81191992124698,100,1.0991874934968824,124080.86670277004
113,2024-10-05 16:00:00,-6.101426381912786,106.99627000221301,-6.183334477341611,106.87933077108184,448,1.0292233228042111,162029.69138978326
114,2024-10-05 17:00:00,-6.251405213501379,106.81383476110244,-6.151950334762928,106.73791924387908,222,1.0322288943657723,143709.07477215442
115,2024-10-05 18:00:00,-6.22982067164066,106.85288486030448,-6.284002837383575,106.75330371058901,271,1.0237524874502897,141199.57576456718
116,2024-10-05 19:00:00,-6.249125644013582,106.92905946299476,-6.241461211435968,106.74479620541469,96,1.055784355002114,159403.17893081528
117,2024-10-05 20:00:00,-6.147756526730334,106.94406075527944,-6.272766605034187,106.70477129987721,133,1.0984171040248327,199598.4502989419
118,2024-10-05 21:00:00,-6.243163135697298,106.90629813130933,-6.2086755056937175,106.73487141380481,436,1.014628851884233,172077.17283516724
119,2024-10-05 22:00:00,-6.233905106688709,106.88132758191081,-6.126044000393544,106.9315412635488,119,1.0541178813731071,125530.34498518745
120,2024-10-05 23:00:00,-6.101710604677301,106.86423276697197,-6.162375749344835,106.75940317980907,708,1.0290262892807531,176822.15842347773
121,2024-10-06 00:00:00,-6.1267167673173635,106.74335820350565,-6.144730475581622,106.96861345057984,241,1.0020249355702269,173700.98135794664
122,2024-10-06 01:00:00,-6.108551446748237,106.85743541582535,-6.2356815561188,106.85913091550051,427,1.033812955092794,154856.03464976948
123,2024-10-06 02:00:00,-6.228579270715974,106.96519801931763,-6.2211409771553035,106.8611455216857,173,1.0234388471194344,120413.20758975385
124,2024-10-06 03:00:00,-6.266951943319508,106.74471875850195,-6.123729468171225,106.84090220897025,262,1.0671513640922874,164740.17152350227
125,2024-10-06 04:00:00,-6.275053136590877,106.86799605900208,-6.26952642587643,106.71381361243016,287,1.0717989020348917,158272.7148483779
126,2024-10-06 05:00:00,-6.121831649648463,106.7497737868152,-6.184062005499535,106.70643884268863,437,1.0848651561689473,140614.23275799782
127,2024-10-06 06:00:00,-6.2456368874971355,106.72605313396797,-6.21360020027757,106.87512572230827,139,1.019456906776417,137068.9302249209
128,2024-10-06 07:00:00,-6.177601888980633,106.70682147216655,-6.185604341001262,106.84154916290575,383,1.0727657282473555,167947.34842102317
129,2024-10-06 08:00:00,-6.209909355193232,106.99968917599655,-6.246478257200845,106.77286541761798,415,1.0728437282692829,212557.56217063376
130,2024-10-06 09:00:00,-6.238076959958947,106.9205264584706,-6.120760450784315,106.84583217008071,344,1.0581308000716245,163620.95875422782
131,2024-10-06 10:00:00,-6.122236898799594,106.89583063814756,-6.122022708079902,106.98120821571295,299,1.0301976539502968,123904.96199515153
132,2024-10-06 11:00:00,-6.128059512154513,106.83903583461822,-6.134264055733601,106.89902565531891,186,1.0254036653311627,103899.8766907332
133,2024-10-06 12:00:00,-6.179001146452408,106.7771742489272,-6.142160962700895,106.93730017286582,406,1.0198153326228354,166097.84415967876
134,2024-10-06 13:00:00,-6.199648272411852,106.84246430108817,-6.283350106223741,106.90943201614625,258,1.0381987106723711,131985.43121465162
135,2024-10-06 14:00:00,-6.1017822746195405,106.94280801993062,-6.212872426456158,106.98274028459339,332,1.0771814199053067,148482.411418099
136,2024-10-06 15:00:00,-6.186251672452822,106.79302588106401,-6.275103166913418,106.79326780158257,450,1.0456527376892575,141737.5854644915
137,2024-10-06 16:00:00,-6.29314994826833,106.90241056093684,-6.237913857633124,106.7067465845406,398,1.022351694325763,181661.75006671413
138,2024-10-06 17:00:00,-6.122768227456612,106.97016433127375,-6.140333258202805,106.92586278270872,111,1.0496051048317006,101748.19106503212
139,2024-10-06 18:00:00,-6.129208425289397,106.76697808761227,-6.111143502586376,106.94975421665808,95,1.0161659111730676,152969.2126330884
140,2024-10-06 19:00:00,-6.1586015747518745,106.74473823798549,-6.127184746377926,106.962844496392,70,1.0689616477821224,174207.68661482827
141,2024-10-06 20:00:00,-6.219780030214623,106.87274952099261,-6.245717338613676,106.94478128516556,628,1.0946895709431586,160499.4674139392
142,2024-10-06 21:00:00,-6.242224990813102,106.92652054555914,-6.273699353874644,106.9689827337404,285,1.0259199891506654,110204.18556813087
143,2024-10-06 22:00:00,-6.119473981990513,106.83794070334271,-6.17030097140821,106.97317911838874,451,1.0067618085693661,159948.853581068
144,2024-10-06 23:00:00,-6.293221131306225,106.86876080348524,-6.218848723431743,106.91585858440212,454,1.0075390878431711,136974.31188459485
145,2024-10-07 00:00:00,-6.129479741932178,106.83820453443502,-6.273479975953854,106.81352946246444,217,1.0774054472323162,135977.69772841752
146,2024-10-07 01:00:00,-6.21047013709188,106.94041521812504,-6.121676237647469,106.96942270557932,334,1.048983678612073,121255.07584972048
147,2024-10-07 02:00:00,-6.139727565050576,106.81518918850875,-6.245861868799944,106.91704120783004,420,1.0185077927750388,148043.2412444765
148,2024-10-07 03:00:00,-6.203346731227603,106.99923801452799,-6.248530052740041,106.9027316512937,676,1.0957109243908403,166059.60046755773
149,2024-10-07 04:00:00,-6.213032028593003,106.93097619677906,-6.216420372020383,106.94290913035431,269,1.0941646307360111,83332.28586592313
150,2024-10-07 05:00:00,-6.105880948718262,106.9740947378102,-6.173176718934498,106.86217110057176,360,1.0638708991359689,140759.1402682654
151,2024-10-07 06:00:00,-6.171509005666126,106.87379954271648,-6.196599049335534,106.76904234789144,277,1.0734418478462178,124422.1133896303
152,2024-10-07 07:00:00,-6.1568606413978495,106.70904946533408,-6.153475082201334,106.7371529911748,434,1.0662534301032764,112352.37818495028
153,2024-10-07 08:00:00,-6.225776467240255,106.83476273622087,-6.143849865692834,106.71895415402564,248,1.0687661034580078,145414.6325591887
154,2024-10-07 09:00:00,-6.211974295134167,106.75738083766663,-6.255559571222884,106.79768598478766,406,1.0146616207588253,117506.60446269451
155,2024-10-07 10:00:00,-6.142805718205053,106.87373932595663,-6.2020852209613215,106.85550973925776,667,1.0183228354316214,134624.47307585002
156,2024-10-07 11:00:00,-6.287297835477117,106.92466438342656,-6.233787492502131,106.7584401675847,395,1.0601207651372369,162298.1977627325
157,2024-10-07 12:00:00,-6.109654391209526,106.89619267738425,-6.110880782747345,106.7447720910828,122,1.0108469495320809,120890.97153122019
158,2024-10-07 13:00:00,-6.195334038627546,106.77038592890617,-6.16874351364957,106.78809434684072,277,1.0410164428401985,89024.31336161442
159,2024-10-07 14:00:00,-6.130256155853117,106.78906087530062,-6.2833708075390815,106.83610856159589,455,1.0110524198480884,154150.61757947406
160,2024-10-07 15:00:00,-6.286974835972341,106.95607159567761,-6.216999430453851,106.82018426603683,482,1.0856757211767962,165222.4334788063
161,2024-10-07 16:00:00,-6.246875543607683,106.85112922778444,-6.127512047038559,106.9268327217384,479,1.0853098155823389,160184.04760112212
162,2024-10-07 17:00:00,-6.174558556365546,106.93605134175112,-6.242948320898371,106.7645506625485,268,1.0202065579162738,157547.56372461928
163,2024-10-07 18:00:00,-6.147300124572872,106.82051242352851,-6.278508745907522,106.75209377815376,344,1.0466289321207811,153084.69021592996
164,2024-10-07 19:00:00,-6.298652703908012,106.83966823801906,-6.255048733818741,106.89971445194357,257,1.0609941447532838,115345.17425495388
165,2024-10-07 20:00:00,-6.135926439062799,106.75184615977132,-6.227395227298708,106.96653415924328,432,1.0097053875377302,182391.7572836148
166,2024-10-07 21:00:00,-6.164838134439196,106.7791683811693,-6.259534218757447,106.72094276554637,363,1.0010272412642387,124435.95511333192
167,2024-10-07 22:00:00,-6.275706763640735,106.72910730909821,-6.270047305038004,106.79771640640624,421,1.036518645677942,117544.31678524983
168,2024-10-07 23:00:00,-6.297775027866282,106.87053697462432,-6.109346984323579,106.81662639622367,227,1.0736667907582818,158864.70071172746
169,2024-10-08 00:00:00,-6.296804341308331,106.74078543310969,-6.165779445935289,106.85249975919285,124,1.0623992577192853,135759.08456774295
170,2024-10-08 01:00:00,-6.283884897088299,106.87687378039305,-6.146381380308826,106.77116386476575,466,1.0196465798652246,162388.69167282045
171,2024-10-08 02:00:00,-6.167086955159408,106.70886447392147,-6.283373024939231,106.89971999439285,416,1.0962257164897622,193064.02129888633
172,2024-10-08 03:00:00,-6.27867051042877,106.9893892821582,-6.150359958503375,106.9370545054168,271,1.0002686330278576,128232.73408301223
173,2024-10-08 04:00:00,-6.1966951863485535,106.80966934769187,-6.117697489963158,106.72585125026991,255,1.0358414854002882,120601.1861234755
174,2024-10-08 05:00:00,-6.111656466359387,106.94382531081516,-6.158996579408096,106.98742726188549,412,1.013232287317825,112057.22116398298
175,2024-10-08 06:00:00,-6.168452460251992,106.86134022623847,-6.118617050234492,106.74673204288284,228,1.0999722649837274,130493.85073368585
176,2024-10-08 07:00:00,-6.109199152901075,106.95159486254532,-6.231998582959938,106.70198668560556,286,1.005835625579196,194183.81155190466
177,2024-10-08 08:00:00,-6.239430198336487,106.81036795242953,-6.286828995994661,106.95145078301753,106,1.0610338576890013,132857.30836163217
178,2024-10-08 09:00:00,-6.280336276689397,106.78465997773546,-6.146452367972915,106.78944848319026,476,1.0063752718077106,153674.50130433554
179,2024-10-08 10:00:00,-6.172867340528753,106.70059620462897,-6.168866970443712,106.7232647232962,82,1.0527891232621291,67724.27538601034
180,2024-10-08 11:00:00,-6.257467924008438,106.72359393754489,-6.200450412897598,106.83439966300797,467,1.0849966842446241,152115.28453351595
181,2024-10-08 12:00:00,-6.162819304726941,106.89801140811977,-6.278009692245398,106.74231343337725,499,1.04667835772682,179134.68345363418
182,2024-10-08 13:00:00,-6.15628851626264,106.91776829350358,-6.161085857018009,106.79962469474275,355,1.0508955485043814,132846.98586018285
183,2024-10-08 14:00:00,-6.271505362996596,106.77213233397865,-6.108486618691267,106.8367099684937,222,1.0095148764432003,139347.89220427623
184,2024-10-08 15:00:00,-6.240496556216522,106.83378846942767,-6.26999682960197,106.71090878015568,353,1.0389804367329747,134515.74103411974
185,2024-10-08 16:00:00,-6.182630863741289,106.95434637081073,-6.27529235575821,106.78216003467512,440,1.078337827277651,178262.10895788067
186,2024-10-08 17:00:00,-6.19897404003783,106.95286112492863,-6.2579142471248765,106.7454935296355,184,1.0587508092520312,168136.91185496975
187,2024-10-08 18:00:00,-6.2810645603401225,106.87950132371888,-6.158200739228909,106.86042972895528,170,1.0710294148335475,130592.24143897141
188,2024-10-08 19:00:00,-6.235748926526459,106.92724163839193,-6.174161983700534,106.9586223869523,196,1.099255595591926,111224.62906471155
189,2024-10-08 20:00:00,-6.293328924270023,106.80420093934782,-6.261449593258316,106.87262748026845,392,1.0867389362719164,122552.9059172684
190,2024-10-08 21:00:00,-6.116830146420782,106.73561887913883,-6.1261655953209635,106.84121618903092,712,1.0384449997611374,158744.46260708792
191,2024-10-08 22:00:00,-6.203386160570185,106.9506329739633,-6.181393355184552,106.807687567034,97,1.0624958087651348,121961.57742101542
192,2024-10-08 23:00:00,-6.20884331447219,106.92973404069477,-6.226532122677898,106.99539686552079,291,1.073520498718309,108400.03300636676
193,2024-10-09 00:00:00,-6.266694357896906,106.79597578874835,-6.140069340916713,106.97372226015226,73,1.076904854169762,153633.83523364697
194,2024-10-09 01:00:00,-6.1329737325355556,106.83522130483634,-6.157106372290001,106.90414950663107,296,1.0435160479862444,108012.29047330252
195,2024-10-09 02:00:00,-6.14594266893017,106.98498111049548,-6.185417420307022,106.71027311704013,444,1.0968944251324977,219891.78118165434
196,2024-10-09 03:00:00,-6.177118311584227,106.94591974110766,-6.190812728277946,106.94435069290756,197,1.0707647113514036,74729.70685395008
197,2024-10-09 04:00:00,-6.215755963063274,106.81072788239105,-6.219596357238859,106.7172519729642,184,1.0229203408201173,104346.04683194289
198,2024-10-09 05:00:00,-6.130199433541141,106.75949555439101,-6.207944147450022,106.81832729697628,219,1.0163520869086977,108096.42837860112
199,2024-10-09 06:00:00,-6.2372926724416935,106.83920650404129,-6.269515654988662,106.92884088798918,407,1.0279784423988936,125459.39445023592
200,2024-10-09 07:00:00,-6.167393563320129,106.97452312121688,-6.21386372659492,106.94951961375158,94,1.0139688213696418,86676.51428313044
201,2024-10-09 08:00:00,-6.109915089045253,106.99929565538571,-6.1024880922836235,106.86029663999516,372,1.037555195927066,150252.40804988207
202,2024-10-09 09:00:00,-6.263331118583959,106.77605045999272,-6.18463027644829,106.97703117011454,201,1.0173177395369821,163250.82418910644
203,2024-10-09 10:00:00,-6.291511402334483,106.88747213707094,-6.265864670749482,106.88230611486398,153,1.0017178053246385,71775.03269168374
204,2024-10-09 11:00:00,-6.2576834778282695,106.96544639602567,-6.161982206757791,106.92461639149413,91,1.0159190111124423,99885.62427489298
