transaction_id,delivery_date,pickup_latitude,pickup_longitude,demand_volume,fuel_price_factor,final_price_idr
29,2024-10-02 04:00:00,-6.15106783226908,106.98089962186758,105,1.0138034541272116,12954.107838511054
30,2024-10-02 05:00:00,-6.221850666601322,106.80227690901533,280,1.0710441099294816,11535.828312818563
31,2024-10-02 06:00:00,-6.136085929498197,106.80616737015741,91,1.0287697060272756,13272.221535020222
32,2024-10-02 07:00:00,-6.222122175588904,106.71069306386633,369,1.0985494333217922,13943.62244564366
33,2024-10-02 08:00:00,-6.1990655955235585,106.9790499714201,335,1.0983830931341787,13387.349373157345
34,2024-10-02 09:00:00,-6.296438147077761,106.87618362778474,112,1.0534833359500988,14603.193508846642
35,2024-10-02 10:00:00,-6.257469586713885,106.98556929437638,65,1.0148053451010666,13515.511779496537
36,2024-10-02 11:00:00,-6.193824854863345,106.94838589689738,402,1.0051181139552174,13112.823374954489
37,2024-10-02 12:00:00,-6.2901131751573285,106.8812094798173,157,1.0197887053819465,13468.898798070097
38,2024-10-02 13:00:00,-6.2598365145426325,106.88161757891774,378,1.0873210673935634,15118.64916767179
39,2024-10-02 14:00:00,-6.259460847458872,106.90791694080063,321,1.0572611328249073,13503.382320363435
40,2024-10-02 15:00:00,-6.1303200789493895,106.70702997442469,147,1.0131040667376723,11367.874458169092
41,2024-10-02 16:00:00,-6.22405191298041,106.79005694841732,317,1.0105021475157665,13240.00240928547
42,2024-10-02 17:00:00,-6.113306651722403,106.98020648274314,123,1.0094718207769866,12198.260323260087
43,2024-10-02 18:00:00,-6.117586038763946,106.94427159196216,81,1.0616894738135678,12343.198620784635
44,2024-10-02 19:00:00,-6.156589506953951,106.9190807868472,101,1.0432070506194293,13484.171746843847
45,2024-10-02 20:00:00,-6.206057551772757,106.95021758738697,90,1.011882075278595,10880.081196829842
46,2024-10-02 21:00:00,-6.280587230923317,106.7381460455984,457,1.0914514143594547,14510.562089783938
47,2024-10-02 22:00:00,-6.278728023117854,106.78270930308189,276,1.041600015548032,13374.3418932228
48,2024-10-02 23:00:00,-6.104040763661279,106.7468041615862,454,1.093195200640976,13903.689842429803
49,2024-10-03 00:00:00,-6.101478903929195,106.9677501622677,474,1.0800293454529484,15289.620241002336
50,2024-10-03 01:00:00,-6.2787350948202505,106.93223557586691,486,1.0048934631628297,13659.66016321983
51,2024-10-03 02:00:00,-6.183252846980385,106.87610907104751,450,1.0684268611490981,14065.645248653209
52,2024-10-03 03:00:00,-6.220304954345265,106.91090752548457,274,1.039057272093372,13707.267620466799
53,2024-10-03 04:00:00,-6.15537824137487,106.92954493718355,62,1.052135317902843,13482.159462961641
54,2024-10-03 05:00:00,-6.105655780792687,106.85357597874311,271,1.0738285529650642,12122.651850937113
55,2024-10-03 06:00:00,-6.231230731008699,106.89540235051885,319,1.078394852413939,13675.220637720184
56,2024-10-03 07:00:00,-6.105852288413319,106.90692543971583,488,1.0694901716242902,12402.33245103711
57,2024-10-03 08:00:00,-6.110418329622393,106.74879038332038,444,1.0524091380771996,15940.076137704367
58,2024-10-03 09:00:00,-6.1949591759153675,106.97488674660056,304,1.07475796934923,15521.564762279291
59,2024-10-03 10:00:00,-6.150340312382296,106.7826545878369,349,1.0835639748836183,13876.133649953048
60,2024-10-03 11:00:00,-6.279357667918389,106.76595548431614,211,1.0437370801581136,12064.307548884608
61,2024-10-03 12:00:00,-6.275413266169323,106.73830068391963,325,1.0441625383990754,14446.221033126329
62,2024-10-03 13:00:00,-6.273715547010273,106.91030941365754,70,1.0028256042706112,13020.756783007779
63,2024-10-03 14:00:00,-6.199639164578113,106.97872836473508,348,1.0888610227145736,12835.451145210118
64,2024-10-03 15:00:00,-6.181618552687705,106.78582955406,454,1.0499702474191233,14112.258661724769
65,2024-10-03 16:00:00,-6.200701874130228,106.99557059540454,259,1.0162650548484513,13287.071822210153
66,2024-10-03 17:00:00,-6.24607915810203,106.935019087069,117,1.0065961429425203,11290.78984782036
67,2024-10-03 18:00:00,-6.126352160822664,106.72857122374799,268,1.0499585668664186,14140.586377491463
68,2024-10-03 19:00:00,-6.101188970258531,106.9777591987666,285,1.0540199533361996,14090.195686106461
69,2024-10-03 20:00:00,-6.106136885897772,106.71111401425387,488,1.068323754375569,13455.904314403704
70,2024-10-03 21:00:00,-6.223876279130456,106.80751245426268,492,1.0329593431760797,14214.141839965703
71,2024-10-03 22:00:00,-6.154975872238025,106.88539189278261,126,1.0996594170781533,13494.843036451164
72,2024-10-03 23:00:00,-6.140008719337319,106.70371277248397,399,1.0883416242754511,13457.329535713383
73,2024-10-04 00:00:00,-6.144166771329186,106.9885073897794,446,1.041961898697423,13049.550980471631
74,2024-10-04 01:00:00,-6.146400728780647,106.98676782028677,136,1.0748667699500605,12690.03544934096
75,2024-10-04 02:00:00,-6.264904106992473,106.79775537727978,177,1.0053420198254959,13426.442983303803
76,2024-10-04 03:00:00,-6.160351960041806,106.80785826226608,226,1.0299808421711782,13630.257129569498
77,2024-10-04 04:00:00,-6.2913730483275065,106.95403772302335,365,1.0536874704499355,14712.950843102146
78,2024-10-04 05:00:00,-6.192845098440974,106.86310302388308,273,1.0075437148697035,13361.510915757559
79,2024-10-04 06:00:00,-6.147589312829047,106.72037331801914,85,1.0505453809281624,12193.953961301637
80,2024-10-04 07:00:00,-6.1777574097769685,106.98908338341589,235,1.0211208770760554,14908.775674232336
81,2024-10-04 08:00:00,-6.128811452451919,106.88023849984656,493,1.0398581560845561,15178.310436607884
82,2024-10-04 09:00:00,-6.178879344306242,106.72483181647283,325,1.0473506353110609,14783.851896150018
83,2024-10-04 10:00:00,-6.214167884207128,106.91434994584054,329,1.059099327330171,15472.986110692425
84,2024-10-04 11:00:00,-6.233197063001392,106.78199434741465,146,1.005663231957166,14295.468801127507
85,2024-10-04 12:00:00,-6.174463237061961,106.9022939843504,354,1.0180563153796567,12965.761289659757
86,2024-10-04 13:00:00,-6.270864590396741,106.7802127020059,133,1.0345640371237093,12431.998877157679
87,2024-10-04 14:00:00,-6.2614579911011035,106.94798337544927,401,1.0961045576324493,14186.02665310842
88,2024-10-04 15:00:00,-6.250139351962324,106.97463499696175,191,1.0378746274287571,9324.57398149348
89,2024-10-04 16:00:00,-6.212412378420796,106.95919677429043,490,1.041741061706395,14592.805668800507
90,2024-10-04 17:00:00,-6.181287396454227,106.90815774676165,485,1.0527806250420448,14267.44702560418
91,2024-10-04 18:00:00,-6.289547738645136,106.74428666797452,91,1.0383903192658754,14441.265534753442
92,2024-10-04 19:00:00,-6.148525804669738,106.96827673986438,657,1.056970812689285,15639.489075566458
93,2024-10-04 20:00:00,-6.25967453752937,106.71029234449044,318,1.002067694358854,13993.730418357525
94,2024-10-04 21:00:00,-6.137751505623031,106.96834374483714,340,1.058541398518984,13596.998545030687
95,2024-10-04 22:00:00,-6.105457722238069,106.84964693302308,243,1.023512661269455,13043.271622338842
96,2024-10-04 23:00:00,-6.2219722974825045,106.93231101235065,319,1.0482445753924894,14712.501666463573
97,2024-10-05 00:00:00,-6.154771774130209,106.81674537750355,451,1.0174824695304412,13328.865072982946
98,2024-10-05 01:00:00,-6.13986065318761,106.7816766924793,441,1.024869702921839,14272.38261581337
99,2024-10-05 02:00:00,-6.102293542561834,106.81458094219515,136,1.0766936809511511,12336.259322457527
100,2024-10-05 03:00:00,-6.188786764363001,106.98823695800871,431,1.0530041108924333,15946.934646001655
101,2024-10-05 04:00:00,-6.1305640408843445,106.85626417311586,336,1.0080086606076428,16325.597714330752
102,2024-10-05 05:00:00,-6.1205568415080505,106.87366782249761,89,1.044220265747239,11181.057901497123
103,2024-10-05 06:00:00,-6.183635382445944,106.90365970480875,278,1.0320799431821823,13113.541354969719
104,2024-10-05 07:00:00,-6.233948148359501,106.74871413843456,351,1.0981077085423578,16101.439737498926
105,2024-10-05 08:00:00,-6.286119019003446,106.77053385208298,116,1.050215384170222,13577.565122326703
106,2024-10-05 09:00:00,-6.295422937248622,106.97782066671002,493,1.0211454623534555,15594.013707931308
107,2024-10-05 10:00:00,-6.299803914889592,106.80580717032466,265,1.0682444426391475,11835.980734395638
108,2024-10-05 11:00:00,-6.292589059634547,106.9266667831551,152,1.0286238618489403,13917.97410180492
109,2024-10-05 12:00:00,-6.282082977215798,106.97643903360073,73,1.0897778398310274,11445.465156589096
110,2024-10-05 13:00:00,-6.1258827970434355,106.70097087267479,86,1.0081916752016542,13959.17432845166
111,2024-10-05 14:00:00,-6.152355798107906,106.99491989644868,109,1.0788697879635811,14679.599404539702
112,2024-10-05 15:00:00,-6.199929610696179,106.73921242734174,167,1.0773826528887263,14201.208424868719
113,2024-10-05 16:00:00,-6.280487440286883,106.89918198038917,400,1.0773471623717021,13066.71330649826
114,2024-10-05 17:00:00,-6.276371382647821,106.7831753251557,331,1.0109142797907449,13208.518307222228
115,2024-10-05 18:00:00,-6.139301320799444,106.80869761801908,127,1.0236058211353656,13756.342087285135
116,2024-10-05 19:00:00,-6.205551521153585,106.77441457601911,147,1.0746510984232316,12154.887623708548
117,2024-10-05 20:00:00,-6.178805013747327,106.71443181541363,436,1.091489769306439,14999.727939592554
118,2024-10-05 21:00:00,-6.160507264011435,106.80943214635136,63,1.098909622604432,12745.521179378002
119,2024-10-05 22:00:00,-6.2176177649222035,106.86012992313582,287,1.0188870191022181,12084.948892277831
120,2024-10-05 23:00:00,-6.231561520394102,106.83283910789689,379,1.0537474280398245,14378.308933790553
121,2024-10-06 00:00:00,-6.219355719371711,106.75951696441695,123,1.0975051580476909,12474.103584660845
122,2024-10-06 01:00:00,-6.255005611614921,106.97541157992679,416,1.068349395489498,13769.816089058004
123,2024-10-06 02:00:00,-6.162147556134451,106.90707733224454,486,1.0344248794537951,15408.547860302306
124,2024-10-06 03:00:00,-6.178535301642557,106.9999296303111,369,1.0492654579772702,13365.730111622417
125,2024-10-06 04:00:00,-6.180227569323487,106.92017704769613,199,1.0160154560925736,14805.428272955625
126,2024-10-06 05:00:00,-6.287315766834165,106.76615012776239,431,1.033253417410304,15935.172735342217
127,2024-10-06 06:00:00,-6.258577170925822,106.92771606396542,199,1.0720107961225411,12819.439090294944
128,2024-10-06 07:00:00,-6.2183449446177566,106.9952114757751,378,1.085620053407896,14450.092227579267
129,2024-10-06 08:00:00,-6.268936717372163,106.89250940769311,273,1.026061777615166,12480.939490647352
130,2024-10-06 09:00:00,-6.153472114425407,106.77134278392245,440,1.0587633597169455,14006.188947536219
131,2024-10-06 10:00:00,-6.299097419570516,106.97950051417706,328,1.0330507176785608,13912.537494290502
132,2024-10-06 11:00:00,-6.138238690749637,106.90898691814827,411,1.0837179355365036,13693.012829737168
133,2024-10-06 12:00:00,-6.2670237104371544,106.93788208134755,92,1.0650485227067914,11421.78875790119
134,2024-10-06 13:00:00,-6.230592155880373,106.88946837154815,660,1.0856571170166531,13778.343839079665
135,2024-10-06 14:00:00,-6.1261065695962245,106.93735145047428,168,1.0357151571541556,10587.433527268475
136,2024-10-06 15:00:00,-6.1587140241053175,106.95202262097325,477,1.0244237481603133,12612.89586911718
137,2024-10-06 16:00:00,-6.242892914041291,106.93512693527951,380,1.0160728375869112,16291.99687528747
138,2024-10-06 17:00:00,-6.212287583043123,106.74230955265422,315,1.0844006053104318,13422.505672195892
139,2024-10-06 18:00:00,-6.228784867896678,106.82056744435893,251,1.0665513300255667,13158.230519338336
140,2024-10-06 19:00:00,-6.200703365889222,106.92990858023593,55,1.0169081103358761,11955.913183054927
141,2024-10-06 20:00:00,-6.1135678706946415,106.8540707599003,573,1.0800284756602005,16304.704404457749
142,2024-10-06 21:00:00,-6.109962447527801,106.84904679140944,350,1.038294217759002,15611.66846415642
143,2024-10-06 22:00:00,-6.216446001443113,106.72478579014619,98,1.0188860705247873,12670.375788626321
144,2024-10-06 23:00:00,-6.178744716233664,106.72586092090243,288,1.0647665392827237,14221.839986751944
145,2024-10-07 00:00:00,-6.109902424029508,106.86344159257257,419,1.0966339267744112,15079.78031185375
146,2024-10-07 01:00:00,-6.258449729619123,106.86461916336701,471,1.0337665806277612,13852.53931285664
147,2024-10-07 02:00:00,-6.205269338702549,106.90635341112672,164,1.0231231749512717,12428.532022995645
148,2024-10-07 03:00:00,-6.16289978021615,106.93368822104328,574,1.0724907870893632,14826.263713310074
149,2024-10-07 04:00:00,-6.120866672034398,106.96553914176124,449,1.079549209833326,13616.247953795766
150,2024-10-07 05:00:00,-6.289707184707298,106.95602850766547,378,1.0973880904281352,16231.918683251455
151,2024-10-07 06:00:00,-6.218130633239534,106.87441842836753,462,1.0329767091884152,14264.77579359883
152,2024-10-07 07:00:00,-6.157986171558314,106.74177360265956,384,1.0935040849795266,14029.51820391291
153,2024-10-07 08:00:00,-6.286643695612144,106.95370739590642,320,1.0058214721094032,13795.98028599632
154,2024-10-07 09:00:00,-6.282421348649373,106.76907295466027,221,1.0454113257965703,13932.517185902912
155,2024-10-07 10:00:00,-6.1175617278527765,106.79916020644409,193,1.0815015082761883,12089.455262482079
156,2024-10-07 11:00:00,-6.178251360285826,106.80296078862713,392,1.0438646113175136,13693.518769729442
157,2024-10-07 12:00:00,-6.23478859706956,106.85601749839195,116,1.0625434228485604,13692.27536149566
158,2024-10-07 13:00:00,-6.119532005537546,106.93471481641775,374,1.021536662184163,12553.471952736429
159,2024-10-07 14:00:00,-6.298225812251265,106.73441299966066,393,1.0948447310752507,14313.901749363706
160,2024-10-07 15:00:00,-6.108377279327234,106.97373402862027,452,1.0674881330482038,14810.837512032296
161,2024-10-07 16:00:00,-6.287326297403825,106.79835517345458,466,1.0938907358176146,14666.051456643412
162,2024-10-07 17:00:00,-6.151113187982624,106.80678763374806,186,1.0356755732455183,12927.408536254503
163,2024-10-07 18:00:00,-6.205291298171846,106.95608023442799,470,1.0186741360698501,12433.177851140268
164,2024-10-07 19:00:00,-6.181328352896975,106.73699088370861,371,1.083953958162755,11665.278854597469
165,2024-10-07 20:00:00,-6.217330661413017,106.80625441879565,143,1.0432564988103843,14063.89849385788
166,2024-10-07 21:00:00,-6.220965063885406,106.9355665489765,93,1.0363281667924282,11518.678935429783
167,2024-10-07 22:00:00,-6.254779153102167,106.91505679456256,473,1.098895537034702,13989.265928155703
168,2024-10-07 23:00:00,-6.153627840758084,106.91159886368558,381,1.0110215190300904,14340.996148088016
169,2024-10-08 00:00:00,-6.168898871019708,106.9672751252005,522,1.0269751320945126,14360.603316787267
170,2024-10-08 01:00:00,-6.272311785583284,106.97722955551554,208,1.0673636599827656,13016.606451036057
171,2024-10-08 02:00:00,-6.161255880672776,106.87399423018222,407,1.0254149080436874,13882.50479516572
172,2024-10-08 03:00:00,-6.1136357480724985,106.73390532165419,470,1.0589446626489727,14045.50146418313
173,2024-10-08 04:00:00,-6.27161105158741,106.84596296883905,205,1.011827584374063,12988.651463493467
174,2024-10-08 05:00:00,-6.243472037786402,106.70667370290836,239,1.0173109896233414,11222.180203789349
175,2024-10-08 06:00:00,-6.281554692359245,106.99257587703976,206,1.0290614353450767,14503.965291832961
176,2024-10-08 07:00:00,-6.1737129212886614,106.81406573338533,609,1.0412591477081758,16428.605805972806
177,2024-10-08 08:00:00,-6.101814262515153,106.83395864511978,196,1.0917983050048417,13744.536734408013
178,2024-10-08 09:00:00,-6.214877729767067,106.7121803025546,109,1.0243664459289636,13577.136757499817
179,2024-10-08 10:00:00,-6.2336265206245915,106.78070359628492,336,1.0839857324987558,12004.509115287738
180,2024-10-08 11:00:00,-6.118129475679013,106.9951005278222,52,1.0171144724375736,10671.460923571012
181,2024-10-08 12:00:00,-6.258420165176517,106.81740674439556,318,1.063632302568026,15249.09716916234
182,2024-10-08 13:00:00,-6.15059951386118,106.89737159322222,382,1.0576453929625096,13043.477806658144
183,2024-10-08 14:00:00,-6.146024495012631,106.70383762935066,228,1.0286309011661325,13004.528803533654
184,2024-10-08 15:00:00,-6.2141188678115515,106.75583051765757,187,1.0549658408749252,13719.37099125682
185,2024-10-08 16:00:00,-6.188906213862649,106.86276900428366,127,1.0230379239729297,13636.682883011628
186,2024-10-08 17:00:00,-6.13365080683497,106.99647453875177,416,1.0673980863510821,13113.726969242574
187,2024-10-08 18:00:00,-6.298312208941436,106.97658483694532,161,1.0129412896051242,11385.57934488714
188,2024-10-08 19:00:00,-6.163033335114367,106.83012854344115,266,1.0548767910019332,13579.540606296925
189,2024-10-08 20:00:00,-6.153227487121403,106.80416556152913,117,1.062091670315038,12181.262819115675
190,2024-10-08 21:00:00,-6.295822676342584,106.70026468984625,469,1.0139346326057261,15247.991765791347
191,2024-10-08 22:00:00,-6.181719486477911,106.85207228737978,176,1.022588715719514,12180.245341900521
192,2024-10-08 23:00:00,-6.112104332826433,106.96709677774643,128,1.012458580691675,11226.90280295727
193,2024-10-09 00:00:00,-6.1251366757156145,106.92641173333104,397,1.0998820475306317,13732.81375717123
194,2024-10-09 01:00:00,-6.109838706827032,106.77931218826106,172,1.0033263599555196,15585.353209591138
195,2024-10-09 02:00:00,-6.223692386140002,106.76336414975053,420,1.0467979470301914,15581.626233525825
196,2024-10-09 03:00:00,-6.283592574048309,106.7620405897105,358,1.0317402358727936,15619.705224382327
197,2024-10-09 04:00:00,-6.289835339338306,106.91411279505171,439,1.053478431926316,13213.855287357519
198,2024-10-09 05:00:00,-6.2477555325488385,106.90882281183593,343,1.0098776917839773,13285.562490338376
199,2024-10-09 06:00:00,-6.292022962170742,106.8867488274424,59,1.079709841251434,12976.989176423345
200,2024-10-09 07:00:00,-6.270232462681222,106.83815110044381,228,1.055427591837728,13951.261370990213
201,2024-10-09 08:00:00,-6.116227179628757,106.93576118416618,475,1.0504646085312257,14497.260652316469
202,2024-10-09 09:00:00,-6.1575350120166155,106.83269373339711,421,1.0186187068427217,15133.527045019426
203,2024-10-09 10:00:00,-6.181755067390847,106.79792097997156,212,1.0761436714366637,13158.23256779581
204,2024-10-09 11:00:00,-6.175513412148082,106.82136544840583,718,1.0588949270798593,14059.514091637868
205,2024-10-09 12:00:00,-6.238796162855554,106.81639557652359,312,1.034706763730734,13330.63536052683
206,2024-10-09 13:00:00,-6.215638309831182,106.99845677583333,402,1.071499045162159,14899.829337411134
207,2024-10-09 14:00:00,-6.2236544232379165,106.96417652724668,313,1.0621180521314502,15155.705796994687
208,2024-10-09 15:00:00,-6.113401046908766,106.83204278916143,195,1.0596337922582821,12700.683654486376
209,2024-10-09 16:00:00,-6.220162018674441,106.98596195473577,118,1.0867662569481238,13072.157727979824
210,2024-10-09 17:00:00,-6.266727458475677,106.70332734736782,474,1.0322306981017835,14159.21909489112
211,2024-10-09 18:00:00,-6.292954380572542,106.88358168592691,615,1.099287078943237,13149.131238853523
212,2024-10-09 19:00:00,-6.284811364346192,106.92388892751009,474,1.0013714556713897,14175.21759281264
213,2024-10-09 20:00:00,-6.158119445468516,106.81781049687001,215,1.0999484809317528,14109.206260372306
214,2024-10-09 21:00:00,-6.116084579901015,106.80549477014924,141,1.033308332071425,10549.465093462506
215,2024-10-09 22:00:00,-6.186685559330942,106.86837911681971,377,1.098294971358156,13690.314518511479
216,2024-10-09 23:00:00,-6.245218544317185,106.84056801542253,356,1.0132512226237798,13718.634582568771
217,2024-10-10 00:00:00,-6.120804610150989,106.75161470049977,375,1.0941728582214356,15064.200360363991
218,2024-10-10 01:00:00,-6.29328945207454,106.81296941437576,598,1.0270896778550096,14083.46991315444
219,2024-10-10 02:00:00,-6.118963949576543,106.84946981488956,406,1.0275413842388188,14331.40586617366
220,2024-10-10 03:00:00,-6.142320206707711,106.75426546792313,130,1.0714556885408117,13813.59680020755
221,2024-10-10 04:00:00,-6.258353645982545,106.82133607891154,401,1.0687857319354992,13420.038494345057
222,2024-10-10 05:00:00,-6.2032677761194375,106.95660997626581,178,1.0933168894059888,13005.979079079
223,2024-10-10 06:00:00,-6.1311293243782865,106.74520545263616,284,1.0881389066564116,12768.732194595954
224,2024-10-10 07:00:00,-6.228355140494899,106.99959504679802,149,1.056300444795128,13771.92070280239
225,2024-10-10 08:00:00,-6.218498915247113,106.87963662693771,129,1.0984438766132354,13453.458081833514
226,2024-10-10 09:00:00,-6.141799691140386,106.75859478414266,83,1.0452963426956523,12204.546538517896
227,2024-10-10 10:00:00,-6.251191528156255,106.8881098648631,282,1.0445244082962561,15130.438963596383
228,2024-10-10 11:00:00,-6.156442369585668,106.70751069803767,473,1.0314109422074973,14077.345049312888
229,2024-10-10 12:00:00,-6.1916556637561095,106.86807244587844,408,1.0842018781417717,14155.228806542009
230,2024-10-10 13:00:00,-6.125605687217762,106.7583426244934,353,1.0511511573687655,13633.090709759988
231,2024-10-10 14:00:00,-6.127078938437385,106.86562034621943,104,1.0613110441252736,11523.13522989393
232,2024-10-10 15:00:00,-6.21622347651304,106.95990943084357,666,1.0804799418581972,15687.148131164184
233,2024-10-10 16:00:00,-6.1855101724283,106.71638732892511,203,1.04876498139424,14342.679339025799
234,2024-10-10 17:00:00,-6.213415197858939,106.78730837693222,447,1.0058203050222192,13782.876784393007
235,2024-10-10 18:00:00,-6.2097813367605585,106.84933201092176,386,1.0799944239497212,13397.246263905607
236,2024-10-10 19:00:00,-6.274857266858233,106.93178945226907,360,1.0106702777219225,12928.628000757031
237,2024-10-10 20:00:00,-6.176767603530583,106.82019028109644,317,1.0467629998197363,12989.88156784515
238,2024-10-10 21:00:00,-6.276494900306225,106.85149365300825,211,1.0375059917740892,13616.38742717218
239,2024-10-10 22:00:00,-6.12037782226133,106.96189600786401,742,1.0273199220830602,15345.267535015117
240,2024-10-10 23:00:00,-6.198852886473982,106.83666462967183,247,1.0093000820925426,13815.640093151624
241,2024-10-11 00:00:00,-6.103170189655952,106.83908889505008,400,1.0752112016343145,13522.14276461941
242,2024-10-11 01:00:00,-6.202340763154721,106.7362250018961,416,1.02962036374648,14028.037381039514
243,2024-10-11 02:00:00,-6.205275850025876,106.98391137971491,319,1.0182948946164452,15202.901157736656
244,2024-10-11 03:00:00,-6.163408196319118,106.96885780878472,302,1.04506352045204,13474.012280998793
245,2024-10-11 04:00:00,-6.192672581811899,106.83989027376612,202,1.098745341216627,14236.657227021322
246,2024-10-11 05:00:00,-6.147763045697105,106.96821602414308,406,1.0749919219232769,13436.043353353101
247,2024-10-11 06:00:00,-6.276543027128758,106.7718203516749,60,1.0700318912199696,14277.998387440091
248,2024-10-11 07:00:00,-6.160241558066084,106.72214997740528,496,1.0749607892628201,14508.286125121482
249,2024-10-11 08:00:00,-6.249759663945026,106.93593346182764,147,1.013933906826643,15119.402567335397
250,2024-10-11 09:00:00,-6.2447079051166074,106.80055063978232,80,1.0421931679462968,14303.510657077404
251,2024-10-11 10:00:00,-6.17988315914849,106.72282240749108,461,1.0885261782616578,16526.431596836268
252,2024-10-11 11:00:00,-6.297224750212035,106.7295496079022,219,1.0894444818641094,14214.717935025834
253,2024-10-11 12:00:00,-6.214944576077759,106.8531460219495,85,1.0831118606336332,10947.890373567394
254,2024-10-11 13:00:00,-6.263930213099349,106.7037443672681,139,1.0028195960757091,11755.373883261773
255,2024-10-11 14:00:00,-6.171881979776142,106.98037785429105,463,1.0212058455888595,16041.50855293039
256,2024-10-11 15:00:00,-6.156636669397061,106.9986846314229,253,1.0891416293856546,14027.133892565638
257,2024-10-11 16:00:00,-6.137497231663827,106.95215754942886,179,1.075841363188544,12336.631662833586
258,2024-10-11 17:00:00,-6.168507133440957,106.80268881686578,354,1.0454743131947246,14845.949794723723
259,2024-10-11 18:00:00,-6.263602990794188,106.77315746087508,55,1.0714378109548737,12738.695191084194
260,2024-10-11 19:00:00,-6.267771974217679,106.72040063469122,352,1.038773442108422,15547.589583327053
261,2024-10-11 20:00:00,-6.20499301799243,106.9104378394803,115,1.0861319950534478,12250.85385741001
262,2024-10-11 21:00:00,-6.267288005331126,106.82361769232459,465,1.0627866270491046,14501.10730860756
263,2024-10-11 22:00:00,-6.29378700301487,106.72580766803054,370,1.0446500215111356,13680.34842309409
264,2024-10-11 23:00:00,-6.184249749998713,106.82949274060101,188,1.0789874591725925,14114.19590132957
265,2024-10-12 00:00:00,-6.197773406327567,106.9529044644405,446,1.0296534926182286,14085.583424278426
266,2024-10-12 01:00:00,-6.241499208761289,106.91442075962854,487,1.0486813182987107,14621.062295741405
267,2024-10-12 02:00:00,-6.14990785600494,106.95834050853371,487,1.0325877061604554,13727.955354427591
268,2024-10-12 03:00:00,-6.263593081896331,106.86134413635746,197,1.0748316935598334,13742.166990417067
269,2024-10-12 04:00:00,-6.299815756825341,106.99479378867848,333,1.0879162955675439,13383.631453867585
270,2024-10-12 05:00:00,-6.154104861929723,106.85599405316958,132,1.0439370805482973,14581.712512483527
271,2024-10-12 06:00:00,-6.14086930995154,106.71359315511933,234,1.0783503109723678,14401.261600287307
272,2024-10-12 07:00:00,-6.103764376242365,106.83136284842392,330,1.070571883203582,14557.650751359417
273,2024-10-12 08:00:00,-6.259499622394377,106.9651437413059,493,1.0170558256435889,14266.599379334215
